,Company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacturing_year
305,Hyundai,i10 Sportz 1.1L,425000.0,52000,Petrol,Manual,2nd Owner,2014
306,Mahindra,XUV500 W8 FWD,745000.0,117000,Diesel,Manual,1st Owner,2012
307,Hyundai,Verna 1.6 VTVT,825000.0,84000,Petrol,Manual,1st Owner,2016
308,MarutiSuzuki,Alto 800 LXI,204000.0,45080,Petrol,Manual,3rd Owner,2015
309,MarutiSuzuki,Eeco 5 Seater,470000.0,39341,Petrol,Manual,1st Owner,2019
310,Mahindra,Scorpio 2.6 Turbo,330000.0,133000,Diesel,Manual,1st Owner,2007
311,Mahindra,e2o T2,321000.0,54112,Electric,Automatic,1st Owner,2014
312,Hyundai,i20 Sportz Plus,819999.9999999999,14824,Petrol,Manual,1st Owner,2020
313,Honda,City i VTEC,925000.0,82500,Petrol,Manual,1st Owner,2017
314,Kia,Seltos HTK Plus,1349000.0,17922,Petrol,Manual,1st Owner,2020
315,BMW,X7 xDrive 40i,12300000.0,13000,Petrol,Automatic,1st Owner,2019
316,Mitsubishi,Pajero Sport 4X4,1675000.0,85000,Diesel,Automatic,1st Owner,2015
317,Hyundai,Grand i10 AT,575000.0,67000,Petrol,Automatic,1st Owner,2015
318,Honda,Jazz V CVT,745000.0,35000,Petrol,Automatic,1st Owner,2018
319,MarutiSuzuki,Alto 800 LXI,345000.0,53000,Petrol,Manual,1st Owner,2016
320,MG,Hector Hybrid Sharp,2075000.0,598,Petrol,Manual,1st Owner,2022
321,MarutiSuzuki,Ertiga ZDI Plus,892000.0,75727,Diesel,Manual,1st Owner,2019
322,Kia,Seltos GTX Plus,1889999.9999999998,7000,Petrol,Automatic,1st Owner,2020
323,MarutiSuzuki,Vitara Brezza ZDi,858000.0,62403,Diesel,Manual,1st Owner,2016
324,Volkswagen,Polo 1.5 TDI,453000.0,44487,Diesel,Manual,2nd Owner,2014
325,Mercedes-Benz,C-Class Progressive C,3900000.0,24000,Diesel,Automatic,2nd Owner,2020
326,Toyota,Innova Crysta 2.4,2850000.0,47000,Diesel,Automatic,1st Owner,2020
327,Hyundai,i10 Magna 1.1L,190000.0,31212,Petrol,Manual,1st Owner,2008
328,Skoda,Superb Laurin &,3365000.0,17776,Petrol,Automatic,1st Owner,2020
329,Hyundai,Verna 1.6 CRDi,658000.0,31837,Diesel,Manual,2nd Owner,2015
330,Audi,A3 35 TDI,2580000.0,39000,Diesel,Automatic,1st Owner,2020
331,MarutiSuzuki,Alto LXi BSIII,120000.0,78000,Petrol,Manual,2nd Owner,2006
332,Ford,Ecosport 1.5 Petrol,1185000.0,31000,Petrol,Automatic,1st Owner,2020
333,MarutiSuzuki,Swift VDI,388000.0,115986,Diesel,Manual,2nd Owner,2013
334,Toyota,Etios G SP,392000.0,73029,Petrol,Manual,2nd Owner,2014
335,Hyundai,Verna 1.6 SX,635000.0,25000,Petrol,Automatic,2nd Owner,2013
336,Honda,Amaze E i-Dtech,244000.0,74809,Diesel,Manual,1st Owner,2013
337,Hyundai,i20 1.2 Magna,272000.0,33560,Petrol,Manual,1st Owner,2011
338,Hyundai,i10 Sportz AT,286000.0,40821,Petrol,Automatic,1st Owner,2011
339,Mercedes-Benz,C-Class C 220,1575000.0,58000,Diesel,Automatic,2nd Owner,2014
340,Ford,Figo Petrol EXI,163000.0,75991,Petrol,Manual,2nd Owner,2010
341,MarutiSuzuki,Swift ZXI ABS,178000.0,136432,Petrol,Manual,2nd Owner,2008
342,MarutiSuzuki,Alto LXi BSIII,84778.0,70229,Petrol,Manual,4th Owner,2008
343,Toyota,Innova Crysta 2.8,1725000.0,83000,Diesel,Automatic,2nd Owner,2016
344,Hyundai,Santro Xing GLS,111000.00000000001,51915,Petrol,Manual,1st Owner,2008
345,Volkswagen,Polo GT TSI,550000.0,63100,Petrol,Automatic,2nd Owner,2014
346,Mercedes-Benz,GLE 250d,4800000.0,54000,Diesel,Automatic,2nd Owner,2017
347,BMW,X1 sDrive20d xLine,4550000.0,9000,Diesel,Automatic,1st Owner,2021
348,Hyundai,Santro Xing GL,325000.0,46833,Petrol,Manual,1st Owner,2012
349,Hyundai,Verna 1.6 CRDi,525000.0,78744,Diesel,Manual,2nd Owner,2012
350,MarutiSuzuki,Swift VDI BSIV,490000.00000000006,79542,Diesel,Manual,2nd Owner,2014
351,Honda,City 1.5 V,459999.99999999994,96000,Petrol,Automatic,2nd Owner,2010
352,Kia,Sonet GTX Plus,1325000.0,13000,Petrol,Manual,1st Owner,2021
353,MarutiSuzuki,Swift VDI BSIV,380000.0,44521,Diesel,Manual,1st Owner,2010
354,Hyundai,Grand i10 1.2,547000.0,29927,Petrol,Automatic,2nd Owner,2017
355,Honda,CR-V 2.0L 2WD,1975000.0,48019,Petrol,Automatic,1st Owner,2017
356,Hyundai,Grand i10 Asta,675000.0,27311,Petrol,Manual,2nd Owner,2017
357,Mahindra,XUV500 W11 Option,2050000.0,14000,Diesel,Manual,1st Owner,2021
358,Hyundai,i10 Magna 1.2,315000.0,64640,Petrol,Manual,1st Owner,2009
359,Honda,City i VTEC,499000.0,96505,Petrol,Manual,2nd Owner,2012
360,Toyota,Fortuner 2.8 2WD,3200000.0,90479,Diesel,Automatic,1st Owner,2018
361,Hyundai,Venue S Opt,965000.0,3500,Petrol,Manual,1st Owner,2022
362,Tata,Nexon 1.2 Revotron,855000.0000000001,42374,Petrol,Manual,1st Owner,2018
363,MarutiSuzuki,Baleno 1.3 Alpha,710000.0,45879,Diesel,Manual,1st Owner,2016
364,MarutiSuzuki,Ciaz VDi Plus,572000.0,120000,Diesel,Manual,2nd Owner,2016
365,Hyundai,Grand i10 Asta,470000.0,89680,Petrol,Manual,2nd Owner,2015
366,BMW,3 Series 320d,1275000.0,99000,Diesel,Automatic,3rd Owner,2012
367,MarutiSuzuki,Zen VXI,110000.00000000001,90000,Petrol,Manual,3rd Owner,1998
368,BMW,X5 xDrive 30d,5975000.0,27000,Diesel,Automatic,1st Owner,2018
369,Skoda,Superb Elegance 2.0,1465000.0,79776,Diesel,Automatic,1st Owner,2015
370,Toyota,Land Cruiser Prado,5400000.0,67000,Diesel,Automatic,1st Owner,2011
371,Skoda,Octavia 2.0 TDI,1475000.0,108000,Diesel,Manual,1st Owner,2017
372,Volkswagen,Vento 1.5 TDI,944999.9999999999,58000,Diesel,Manual,1st Owner,2019
373,Skoda,Octavia 1.8 TSI,2275000.0,32067,Petrol,Automatic,1st Owner,2018
374,Toyota,Innova Crysta 2.4,1950000.0,52187,Diesel,Manual,2nd Owner,2017
375,BMW,5 Series 530d,5875000.0,17100,Diesel,Automatic,1st Owner,2019
376,MG,Hector Plus Sharp,1939999.9999999998,9562,Petrol,Automatic,1st Owner,2021
377,MG,Hector Sharp Diesel,1810000.0000000002,36388,Diesel,Manual,1st Owner,2019
378,Mercedes-Benz,C-Class C 250,975000.0,45000,Diesel,Automatic,2nd Owner,2011
379,Jeep,Compass 2.0 Sport,1775000.0,36149,Diesel,Manual,1st Owner,2019
380,Kia,Seltos GTX Plus,1695000.0,20155,Petrol,Manual,1st Owner,2020
381,MG,Hector Sharp AT,1675000.0,51904,Petrol,Automatic,1st Owner,2019
382,Volkswagen,Polo GT TSI,725000.0,54000,Petrol,Automatic,1st Owner,2015
383,Kia,Seltos GTX Plus,1565000.0,31727,Petrol,Manual,2nd Owner,2019
384,Mahindra,XUV500 AT W10,1445000.0,73986,Diesel,Automatic,1st Owner,2017
385,Kia,Sonet 1.5 GTX,1425000.0,7100,Diesel,Manual,1st Owner,2021
386,Kia,Sonet GTX Plus,1395000.0,5397,Petrol,Manual,1st Owner,2021
387,BMW,X3 xDrive 20d,4950000.0,65000,Diesel,Automatic,1st Owner,2018
388,Hyundai,i20 1.4 Asta,700000.0,90000,Diesel,Manual,1st Owner,2017
389,MarutiSuzuki,Swift Dzire VXI,475000.0,80000,Petrol,Manual,2nd Owner,2013
390,Volkswagen,Polo GT TSI,700000.0,91000,Petrol,Automatic,2nd Owner,2015
391,BMW,7 Series 730Ld,2375000.0,69000,Diesel,Automatic,2nd Owner,2010
392,Toyota,Fortuner 4x2 Manual,1750000.0,89000,Diesel,Manual,2nd Owner,2014
393,Hyundai,Santa Fe 4X4,825000.0,95254,Diesel,Manual,1st Owner,2013
394,Hyundai,Creta 1.6 VTVT,1050000.0,51000,Petrol,Manual,1st Owner,2016
395,Hyundai,i10 Sportz AT,395000.0,62000,Petrol,Automatic,2nd Owner,2014
396,Tata,Hexa XT,1235000.0,120000,Diesel,Manual,1st Owner,2017
397,Tata,Harrier XZA Plus,2575000.0,2000,Diesel,Automatic,1st Owner,2022
398,Volkswagen,Polo Cup Edition,685000.0,46000,Petrol,Manual,1st Owner,2017
399,MarutiSuzuki,Ertiga SHVS ZDI,944999.9999999999,65000,Diesel,Manual,2nd Owner,2017
400,MarutiSuzuki,Alto K10 VXI,425000.0,22248,Petrol,Manual,1st Owner,2017
401,BMW,5 Series 520d,4300000.0,40000,Diesel,Automatic,1st Owner,2018
402,Honda,City i VTEC,575000.0,73000,Petrol,Manual,1st Owner,2013
403,Volkswagen,Polo GT 1.0,1145000.0,54000,Petrol,Automatic,1st Owner,2021
404,Honda,Civic 1.8 (E),260000.0,90000,Petrol,Manual,2nd Owner,2006
405,Jeep,Compass Model S,2725000.0,15000,Petrol,Automatic,1st Owner,2021
406,Kia,Seltos GTX Plus,1820000.0,30000,Diesel,Automatic,1st Owner,2021
407,Jaguar,XF 2.2 Litre,2795000.0,26000,Diesel,Automatic,1st Owner,2016
408,Mahindra,Scorpio SLX 2.6,350000.0,155000,Diesel,Manual,2nd Owner,2006
409,Mercedes-Benz,GLA Class 200,3425000.0,29366,Petrol,Automatic,1st Owner,2019
410,Volkswagen,Polo 1.2 MPI,675000.0,28211,Petrol,Manual,1st Owner,2016
411,Kia,Seltos GTX DCT,1675000.0,40000,Petrol,Automatic,1st Owner,2019
412,BMW,5 Series 520d,2450000.0,54000,Diesel,Automatic,1st Owner,2015
413,Mahindra,XUV500 W8 2WD,1025000.0,82000,Diesel,Manual,2nd Owner,2015
414,Hyundai,Verna 1.6 SX,465000.00000000006,117000,Petrol,Manual,1st Owner,2011
415,Mahindra,Scorpio S10 8,1125000.0,111000,Diesel,Manual,2nd Owner,2015
416,MarutiSuzuki,Swift Dzire AMT,795000.0,108000,Diesel,Automatic,1st Owner,2018
417,MarutiSuzuki,Omni 8 Seater,330000.0,4000,Petrol,Manual,1st Owner,2017
418,Toyota,Innova 2.5 V,685000.0,290000,Diesel,Manual,3rd Owner,2011
419,Ford,Endeavour 3.2 Titanium,3590000.0,35000,Diesel,Automatic,1st Owner,2019
420,MG,Hector Sharp DCT,1795000.0,13000,Petrol,Automatic,1st Owner,2020
421,Ford,Freestyle Titanium Petrol,490000.00000000006,60000,Petrol,Manual,1st Owner,2018
422,Ford,Ecosport 1.5 Diesel,975000.0,90000,Diesel,Manual,1st Owner,2018
423,Mercedes-Benz,GLA Class 200,3375000.0,16975,Diesel,Automatic,2nd Owner,2019
424,Hyundai,Grand i10 Magna,575000.0,11000,Petrol,Manual,1st Owner,2018
425,Skoda,Rapid 1.5 TDI,985000.0,59000,Diesel,Manual,1st Owner,2018
426,MarutiSuzuki,Wagon R LXI,225000.0,46000,Lpg,Manual,2nd Owner,2008
427,MarutiSuzuki,Alto LXi BSII,135000.0,80000,Petrol,Manual,3rd Owner,2004
428,Hyundai,i20 Petrol Asta,750000.0,25000,Petrol,Manual,1st Owner,2019
429,Hyundai,i20 1.2 Asta,725000.0,54801,Petrol,Manual,2nd Owner,2018
430,Honda,Accord V6 AT,200000.0,75000,Petrol,Automatic,2nd Owner,2005
431,MarutiSuzuki,Vitara Brezza ZDi,865000.0,130000,Diesel,Manual,1st Owner,2017
432,Hyundai,Accent Executive,310000.0,71000,Petrol,Manual,2nd Owner,2013
433,Honda,CR-V AT With,1000000.0,70000,Petrol,Automatic,1st Owner,2010
434,Hyundai,Venue SX iMT,1044999.9999999999,14115,Petrol,Manual,1st Owner,2019
435,Honda,Amaze VX Petrol,750000.0,30000,Petrol,Manual,2nd Owner,2019
436,BMW,X3 xDrive20d xLine,3995000.0000000005,63170,Diesel,Automatic,1st Owner,2017
437,Toyota,Corolla Executive (HE),295000.0,80000,Petrol,Manual,2nd Owner,2006
438,Mercedes-Benz,CLA 200 CDI,3295000.0000000005,47253,Diesel,Automatic,1st Owner,2018
439,Mahindra,Xylo E4,295000.0,56117,Diesel,Manual,1st Owner,2009
440,Mercedes-Benz,CLA 200 CDI,3395000.0000000005,14324,Diesel,Automatic,1st Owner,2018
441,Mercedes-Benz,C-Class C 200,3445000.0000000005,27600,Petrol,Automatic,1st Owner,2018
442,Skoda,Octavia 1.8 TSI,1948999.9999999998,38391,Petrol,Automatic,1st Owner,2018
443,Audi,A4 35 TDI,3245000.0000000005,49000,Diesel,Automatic,1st Owner,2018
444,Ford,Ecosport 1.5 Diesel,775000.0,45000,Diesel,Manual,1st Owner,2017
445,Chevrolet,Cruze LTZ AT,695000.0,68000,Diesel,Automatic,2nd Owner,2014
446,MarutiSuzuki,Baleno 1.3 Alpha,825000.0,67000,Diesel,Manual,1st Owner,2018
447,Hyundai,i20 1.2 Asta,775000.0,80000,Petrol,Manual,1st Owner,2018
448,Volkswagen,Polo 1.2 MPI,675000.0,62000,Petrol,Manual,1st Owner,2016
449,Tata,New Safari Dicor,250000.0,50000,Diesel,Manual,2nd Owner,2009
450,Mahindra,XUV500 W8 2WD,695000.0,100000,Diesel,Manual,3rd Owner,2012
451,Honda,City GXi,275000.0,75000,Petrol,Manual,5th Owner,2006
452,Mahindra,XUV500 W6 2WD,650000.0,120000,Diesel,Manual,2nd Owner,2014
453,Mercedes-Benz,B Class B200,1745000.0,37000,Diesel,Automatic,2nd Owner,2016
454,Audi,Q3 35 TDI,3100000.0,64000,Diesel,Automatic,1st Owner,2018
455,Toyota,Etios Cross 1.4,695000.0,79000,Diesel,Manual,2nd Owner,2015
456,Ford,Fiesta 1.4 Duratec,180000.0,80000,Petrol,Manual,1st Owner,2007
457,MarutiSuzuki,Celerio VXI,475000.0,14000,Petrol,Manual,1st Owner,2014
458,MarutiSuzuki,Celerio ZXI AMT,525000.0,28217,Petrol,Automatic,2nd Owner,2018
459,MarutiSuzuki,Wagon R LXI,140000.0,90000,Petrol,Manual,2nd Owner,2003
460,Honda,City 1.5 GXI,185000.0,120000,Petrol,Manual,2nd Owner,2005
461,Volkswagen,Vento 1.0 TSI,1044999.9999999999,26000,Petrol,Manual,1st Owner,2021
462,Mercedes-Benz,GL-Class 350 CDI,3000000.0,100000,Diesel,Automatic,2nd Owner,2013
463,Hyundai,Santro Sportz BSIV,500000.0,50000,Petrol,Manual,1st Owner,2019
464,Renault,Duster 85PS Diesel,875000.0,70000,Diesel,Manual,1st Owner,2019
465,Honda,Amaze E i-Vtech,362000.0,80000,Petrol,Manual,3rd Owner,2016
466,Ford,Figo Petrol EXI,180000.0,157000,Petrol,Manual,3rd Owner,2010
467,Mahindra,Thar LX 4-Str,1745000.0,15550,Diesel,Manual,1st Owner,2021
468,MarutiSuzuki,Ertiga SHVS VDI,800000.0,80000,Diesel,Manual,1st Owner,2017
469,Mahindra,XUV500 AT W10,1395000.0,59432,Diesel,Automatic,1st Owner,2017
470,Skoda,Rapid 1.6 MPI,1044999.9999999999,53047,Petrol,Manual,1st Owner,2020
471,Volkswagen,Vento 1.6 Highline,775000.0,46464,Petrol,Manual,1st Owner,2016
472,MarutiSuzuki,Zen Estilo VXI,120000.0,70000,Petrol,Manual,4th Owner,2007
473,Renault,Duster 85PS Diesel,1075000.0,23000,Diesel,Manual,2nd Owner,2019
474,Kia,Carnival Limousine,3450000.0,30000,Diesel,Automatic,1st Owner,2020
475,Mercedes-Benz,GLC 220d 4MATIC,4875000.0,22000,Diesel,Automatic,1st Owner,2018
476,Force,Gurkha Xplorer,919999.9999999999,35000,Diesel,Manual,2nd Owner,2018
477,Hyundai,Creta 1.6 CRDi,1050000.0,80000,Diesel,Manual,1st Owner,2016
478,Honda,Civic 1.8 S,200000.0,100000,Petrol,Automatic,4th Owner,2006
479,Premier,Rio Petrol GLX,350000.0,95000,Petrol,Manual,1st Owner,2014
480,Mahindra,Jeep CL 500,260000.0,100000,Diesel,Manual,1st Owner,1995
481,Chevrolet,Beat LS,180000.0,50000,Petrol,Manual,3rd Owner,2012
482,MarutiSuzuki,Ritz VXI,525000.0,64000,Petrol,Manual,1st Owner,2015
483,Ford,Ecosport 1.5 Petrol,1085000.0,15509,Petrol,Automatic,2nd Owner,2020
484,Ford,Ecosport 1.5 Diesel,965000.0,43203,Diesel,Manual,2nd Owner,2018
485,Hyundai,i10 Era,266000.0,80000,Petrol,Manual,1st Owner,2007
486,Hyundai,Creta SX Diesel,1795000.0,50000,Diesel,Manual,1st Owner,2020
487,MarutiSuzuki,Celerio ZXI AT,459999.99999999994,40000,Petrol,Automatic,2nd Owner,2017
488,Skoda,Rapid 1.5 TDI,994999.9999999999,111000,Diesel,Manual,1st Owner,2020
489,MarutiSuzuki,Esteem Vxi -,120000.0,73000,Petrol,Manual,2nd Owner,2006
490,Toyota,Fortuner 4x2 Manual,1675000.0,220000,Diesel,Manual,2nd Owner,2014
491,Hyundai,Grand i10 1.2,535000.0,11717,Petrol,Manual,2nd Owner,2017
492,Mercedes-Benz,GLE 250d,5650000.0,46000,Diesel,Automatic,2nd Owner,2019
493,Hyundai,Grand i10 Nios,648000.0,15000,Petrol,Manual,1st Owner,2021
494,MarutiSuzuki,Ertiga ZDI,595000.0,110000,Diesel,Manual,2nd Owner,2013
495,Mahindra,XUV500 AT W10,1425000.0,66968,Diesel,Automatic,1st Owner,2016
496,MarutiSuzuki,Swift Dzire VDI,500000.0,120000,Diesel,Manual,2nd Owner,2015
497,Mahindra,Bolero ZLX,735000.0,70000,Diesel,Manual,1st Owner,2018
498,MarutiSuzuki,Swift Dzire AMT,755000.0,47000,Petrol,Automatic,2nd Owner,2017
499,MarutiSuzuki,Swift ZXI ABS,250000.0,110000,Petrol,Manual,4th Owner,2006
500,Volkswagen,Polo Diesel Highline,495000.0,81000,Diesel,Manual,2nd Owner,2012
501,Honda,City CVT,225000.0,70000,Petrol,Automatic,3rd Owner,2005
502,Hyundai,Creta SX Executive,1595000.0,12662,Petrol,Manual,1st Owner,2021
503,Hyundai,Creta 1.6 E,1025000.0,14000,Petrol,Manual,1st Owner,2018
504,Hyundai,Verna 1.6 SX,575000.0,56000,Petrol,Manual,2nd Owner,2014
505,MarutiSuzuki,Vitara Brezza VDi,996000.0000000001,54000,Diesel,Manual,1st Owner,2019
506,Hyundai,i20 Magna Plus,775000.0,63000,Petrol,Manual,1st Owner,2020
507,Hyundai,Elantra SX,520000.0,40000,Petrol,Manual,2nd Owner,2013
508,MarutiSuzuki,Zen Estilo 1.1,210000.0,60000,Petrol,Manual,2nd Owner,2008
509,Ford,Ecosport 1.5 DV5,600000.0,80000,Diesel,Manual,2nd Owner,2013
510,MarutiSuzuki,Ertiga SHVS VDI,650000.0,120000,Diesel,Manual,1st Owner,2016
511,Toyota,Urban cruiser Mid,585000.0,15000,Petrol,Manual,2nd Owner,2022
512,MarutiSuzuki,Swift Dzire ZXi,292000.0,295000,Petrol,Manual,2nd Owner,2009
513,MarutiSuzuki,Baleno 1.3 Alpha,650000.0,60000,Diesel,Manual,3rd Owner,2017
514,Renault,Scala RxZ AT,425000.0,50000,Petrol,Automatic,1st Owner,2014
515,Honda,Brio VX,445000.0,55000,Petrol,Manual,2nd Owner,2014
516,Ford,Ecosport 1.5 Ti,675000.0,77000,Petrol,Automatic,2nd Owner,2014
517,Hyundai,i20 Sportz 1.2,533000.0,33389,Petrol,Manual,1st Owner,2015
518,Hyundai,Verna 1.4 VTVT,536000.0,17526,Petrol,Manual,1st Owner,2014
519,Hyundai,Grand i10 1.2,564000.0,15757,Petrol,Manual,1st Owner,2018
520,Hyundai,i10 Sportz,278000.0,8183,Petrol,Manual,1st Owner,2012
521,MarutiSuzuki,Baleno 1.2 Zeta,583000.0,32590,Petrol,Manual,1st Owner,2017
522,Honda,City i VTEC,699000.0,45423,Petrol,Manual,2nd Owner,2016
523,Hyundai,Creta 1.6 VTVT,900000.0,52481,Petrol,Automatic,2nd Owner,2016
524,MarutiSuzuki,Ignis 1.2 Sigma,453000.0,22915,Petrol,Manual,1st Owner,2017
525,MarutiSuzuki,Swift Dzire ZXI,601000.0,72123,Petrol,Manual,1st Owner,2017
526,Hyundai,i20 1.2 Spotz,575000.0,37965,Petrol,Manual,1st Owner,2017
527,Hyundai,Grand i10 1.2,530000.0,27651,Petrol,Manual,1st Owner,2018
528,Honda,Jazz 1.2 V,495000.0,92771,Petrol,Manual,1st Owner,2016
529,Hyundai,Verna VTVT 1.6,1027999.9999999999,51956,Petrol,Manual,1st Owner,2018
530,Mahindra,KUV 100 mFALCON,399000.0,34048,Petrol,Manual,1st Owner,2017
531,BMW,7 Series 730Ld,6350000.0,47000,Diesel,Automatic,1st Owner,2017
532,Audi,Q3 2.0 TDI,1400000.0,60000,Diesel,Automatic,3rd Owner,2014
533,Mercedes-Benz,GLC 220d 4MATIC,4775000.0,43000,Diesel,Automatic,1st Owner,2019
534,Hyundai,Creta 1.6 VTVT,811000.0,58596,Petrol,Manual,1st Owner,2017
535,Audi,Q7 45 TDI,4850000.0,70000,Diesel,Automatic,1st Owner,2017
536,MarutiSuzuki,Ciaz ZDi Plus,675000.0,69000,Diesel,Manual,1st Owner,2016
537,Hyundai,i10 Magna,227999.99999999997,50152,Petrol,Manual,1st Owner,2011
538,Renault,Duster 85PS Diesel,513999.99999999994,62164,Diesel,Manual,1st Owner,2014
539,Hyundai,Creta 1.6 VTVT,819999.9999999999,49929,Petrol,Manual,1st Owner,2017
540,MarutiSuzuki,Ignis 1.2 Alpha,491000.0,60393,Petrol,Manual,1st Owner,2017
541,Skoda,Rapid 1.6 MPI,588000.0,46281,Petrol,Automatic,1st Owner,2016
542,Honda,Jazz 1.2 V,553000.0,53201,Petrol,Manual,1st Owner,2017
543,Toyota,Corolla Altis G,710000.0,80056,Petrol,Manual,1st Owner,2015
544,Hyundai,Grand i10 Sportz,320000.0,76175,Petrol,Manual,1st Owner,2013
545,Honda,City i VTEC,601000.0,51493,Petrol,Manual,1st Owner,2015
546,MarutiSuzuki,Swift Dzire ZXI,532000.0,63141,Petrol,Manual,1st Owner,2015
547,MarutiSuzuki,Baleno 1.3 Alpha,651000.0,37057,Diesel,Manual,2nd Owner,2017
548,Toyota,Corolla Altis GL,852000.0,60865,Petrol,Manual,1st Owner,2015
549,Mahindra,XUV500 W7 BSIV,1110000.0,45407,Diesel,Manual,2nd Owner,2018
550,Mahindra,XUV500 W5 BSIV,1183000.0,52652,Diesel,Manual,1st Owner,2019
551,Mahindra,XUV300 W8 Option,1060000.0,42923,Diesel,Manual,1st Owner,2019
552,Hyundai,Creta 1.6 VTVT,919999.9999999999,56052,Petrol,Manual,1st Owner,2017
553,Hyundai,i20 Active 1.4,651000.0,42923,Diesel,Manual,1st Owner,2017
554,Hyundai,Verna VTVT 1.6,844000.0,32733,Petrol,Manual,2nd Owner,2018
555,Hyundai,Santro Xing GL,211000.0,62207,Petrol,Manual,1st Owner,2013
556,Hyundai,i20 1.2 Asta,603000.0,48352,Petrol,Manual,2nd Owner,2017
557,Honda,Jazz 1.2 V,600000.0,57080,Petrol,Automatic,1st Owner,2016
558,MarutiSuzuki,Ciaz ZXi,630000.0,43168,Petrol,Manual,1st Owner,2016
559,MarutiSuzuki,SX4 S Cross,823000.0,69517,Diesel,Manual,1st Owner,2017
560,MarutiSuzuki,Baleno 1.2 CVT,618000.0,54166,Petrol,Automatic,1st Owner,2016
561,Ford,Figo Diesel ZXI,285000.0,67000,Diesel,Manual,1st Owner,2014
562,MarutiSuzuki,Swift Dzire VXi,425000.0,21000,Petrol,Automatic,1st Owner,2012
563,MarutiSuzuki,Wagon R LXI,390000.0,67200,Cng,Manual,1st Owner,2014
564,MarutiSuzuki,Ciaz ZDi Plus,675000.0,69000,Diesel,Manual,1st Owner,2016
565,MarutiSuzuki,Wagon R AMT,425000.0,46000,Petrol,Automatic,2nd Owner,2015
566,Mercedes-Benz,CLA 200 Sport,2089999.9999999998,42000,Petrol,Automatic,1st Owner,2016
567,MarutiSuzuki,Wagon R CNG,490000.00000000006,59000,Cng,Manual,1st Owner,2019
568,Audi,A6 35 TDI,2411000.0,50000,Diesel,Automatic,1st Owner,2015
569,Mahindra,XUV500 W8 FWD,490000.00000000006,115000,Diesel,Manual,1st Owner,2012
570,Honda,Civic 1.8 V,395000.0,68000,Petrol,Automatic,1st Owner,2010
571,BMW,3 Series 320i,770000.0,29000,Petrol,Automatic,2nd Owner,2012
572,Honda,Jazz V CVT,575000.0,68000,Petrol,Automatic,1st Owner,2016
573,Honda,Jazz 1.2 V,545000.0,43000,Petrol,Manual,1st Owner,2016
574,Audi,Q3 35 TDI,3000000.0,23000,Diesel,Automatic,2nd Owner,2019
575,Hyundai,Accent Executive,185000.0,68000,Petrol,Manual,1st Owner,2009
576,Hyundai,Grand i10 AT,540000.0,31000,Petrol,Automatic,1st Owner,2016
577,Honda,City 1.5 S,325000.0,60000,Petrol,Manual,2nd Owner,2011
578,Nissan,Sunny XL,360000.0,59000,Petrol,Manual,1st Owner,2013
579,Chevrolet,Beat LT,245000.00000000003,61000,Petrol,Manual,1st Owner,2014
580,Mercedes-Benz,E-Class E 200,1500000.0,52000,Petrol,Automatic,2nd Owner,2013
581,MarutiSuzuki,Swift Dzire VXI,585000.0,41000,Petrol,Manual,1st Owner,2016
582,Hyundai,i20 Asta Option,495000.0,40008,Petrol,Manual,1st Owner,2014
583,Hyundai,Creta 1.6 SX,1225000.0,38170,Petrol,Manual,1st Owner,2019
584,MarutiSuzuki,Ciaz ZDi Plus,725000.0,47000,Diesel,Manual,1st Owner,2016
585,MarutiSuzuki,SX4 S Cross,975000.0,42332,Diesel,Manual,1st Owner,2018
586,Nissan,Sunny XE,285000.0,34000,Petrol,Manual,1st Owner,2012
587,MarutiSuzuki,Swift VVT VXI,550000.0,13000,Petrol,Manual,1st Owner,2017
588,MarutiSuzuki,Ciaz Alpha AT,1125000.0,10000,Petrol,Automatic,1st Owner,2021
589,Hyundai,i20 1.2 Asta,399000.0,37000,Petrol,Manual,1st Owner,2012
590,Hyundai,Creta 1.6 SX,1000000.0,39000,Petrol,Automatic,2nd Owner,2017
591,Hyundai,Creta 1.6 SX,994999.9999999999,129000,Diesel,Automatic,1st Owner,2016
592,Kia,Seltos GTX Plus,1921000.0,20000,Petrol,Automatic,1st Owner,2021
593,MarutiSuzuki,Swift VXI,399000.0,39000,Petrol,Manual,1st Owner,2013
594,MarutiSuzuki,Wagon R LXI,465000.00000000006,72000,Cng,Manual,1st Owner,2017
595,Hyundai,Creta 1.6 CRDi,1100000.0,63000,Diesel,Automatic,1st Owner,2017
596,Toyota,Land Cruiser VX,9100000.0,90000,Diesel,Automatic,1st Owner,2015
597,BMW,3 Series GT,2550000.0,66000,Diesel,Automatic,1st Owner,2016
598,Mercedes-Benz,CLA 200 CGI,1950000.0,27000,Petrol,Automatic,2nd Owner,2016
599,Hyundai,Verna 1.6 VTVT,650000.0,94000,Petrol,Automatic,1st Owner,2016
600,Hyundai,Venue S Turbo,890000.0,26000,Petrol,Manual,1st Owner,2019
601,Hyundai,Venue SX Opt,1125000.0,1199,Petrol,Manual,1st Owner,2021
602,Mercedes-Benz,GLE 250d,3950000.0,51000,Diesel,Automatic,2nd Owner,2016
603,Audi,Q7 3.0 TDI,1975000.0,83800,Diesel,Automatic,2nd Owner,2013
604,Toyota,Etios Cross 1.4L,545000.0,75000,Diesel,Manual,1st Owner,2016
